election_cycle_id,candidate_id,candidate_name,candidate_name_as_reported,votes,valid_vote_total,share,is_winner,source_document_id,source_locator
toronto_2010,toronto_2010:taylor-phil,TAYLOR PHIL,TAYLOR PHIL,429,813984,0.000527037386484255,false,toronto_open_data_2010_results,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2010,toronto_2010:vallance-david,VALLANCE DAVID,VALLANCE DAVID,444,813984,0.000545465267130558,false,toronto_open_data_2010_results,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2010,toronto_2010:wadhwa-ratan,WADHWA RATAN,WADHWA RATAN,290,813984,0.000356272359161851,false,toronto_open_data_2010_results,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2010,toronto_2010:walker-daniel,WALKER DANIEL,WALKER DANIEL,804,813984,0.000987734402641821,false,toronto_open_data_2010_results,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2014,chow,Olivia Chow,Olivia Chow,227003,981054,0.231386855361682435,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
toronto_2014,doug-ford,Doug Ford,Doug Ford,331006,981054,0.337398349122474400,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
toronto_2014,toronto_2014:ari-goldkind,Ari Goldkind,Ari Goldkind,3916,981054,0.003991625333569814,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
toronto_2014,toronto_2014:ashok-sajnani,Ashok Sajnani,Ashok Sajnani,368,981054,0.000375106772919737,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
toronto_2014,toronto_2014:carlie-ritch,Carlie Ritch,Carlie Ritch,194,981054,0.000197746505289209,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
toronto_2014,toronto_2014:chai-kalevar,Chai Kalevar,Chai Kalevar,102,981054,0.000103969812059275,false,toronto_2014_official_declaration,PDF pages 2-3 (printed pages 1-2)
